Depth	TVD	ROP	WOB	RPM   Torque  Pump Pres	GPM	Temp In	Temp Out		
500	499.9	33.14	9.28	56	5	924	650	98	86
501	500.9	19.71	5.55	64	5	908	648	98	86
502	501.9	18.99	5.66	60	4	930	655	98	86
503	502.9	18.88	6.95	59	4	914	653	98	86
504	503.9	17.81	6.5	60	4	848	645	98	86
505	504.9	28.08	6.28	60	4	840	630	98	86
506	505.9	18.15	7.73	60	4	819	611	98	86
507	506.9	10.78	6.16	60	4	824	611	98	86
508	507.9	12.44	4.23	79	5	835	622	98	86
509	508.9	23.32	5.69	78	6	840	622	98	86
510	509.9	15.48	4.45	79	5	892	638	98	86
511	510.9	9.65	1.61	78	2	365	256	98	86
512	511.9	7.56	3.25	78	2	420	300	98	86
513	512.9	8.12	2.89	79	2	455	322	98	86
514	513.9	42.92	6.46	79	7	922	644	98	86
515	514.9	31.92	7.05	80	6	927	644	98	86
516	515.9	15.8	5.21	80	5	880	640	98	86
517	516.9	34.56	5.25	80	6	912	633	98	86
518	517.9	31.53	6.61	79	6	918	643	98	86
519	518.9	32.93	7.61	79	7	944	654	98	86
520	519.9	28.68	6.07	80	6	1002	658	98	86
521	520.9	28.38	5.11	81	6	1087	679	98	86
522	521.9	25.31	5.15	79	7	1104	682	98	86
523	522.9	29.14	5.67	79	8	1093	681	98	86
524	523.9	22.05	8.35	84	7	1082	681	98	86
525	524.9	24.25	6.53	94	6	1024	667	98	86
526	525.9	29.9	7.4	80	6	1002	651	98	86
527	526.9	46.41	7.62	61	5	1011	639	98	86
528	527.9	34.29	5.8	74	5	997	642	98	86
529	528.9	27.58	7.96	89	6	993	642	98	86
530	529.9	25.53	5.24	90	5	998	642	98	86
531	530.9	19	6.31	89	6	965	642	98	86
532	531.9	25.72	7.98	89	6	917	649	98	86
533	532.9	24.39	5.6	82	5	821	611	98	86
534	533.9	36.96	3.44	87	3	730	591	90	86
535	534.9	31.09	1.72	87	3	741	591	90	86
536	535.9	29.88	2.98	87	3	732	594	90	86
537	536.9	29.46	2.53	87	3	730	594	90	86
538	537.9	34.44	3.05	87	3	729	594	90	86
539	538.9	47.89	4.59	87	3	734	594	90	86
540	539.9	17.31	2.88	88	3	732	594	90	86
541	540.9	17	2.73	87	3	731	594	90	86
542	541.9	19.52	1.93	87	3	729	594	90	86
543	542.9	23.58	2.6	88	3	739	594	90	87
544	543.9	12.65	1.56	85	2	740	594	90	87
545	544.9	19.65	2.3	86	3	740	591	90	87
546	545.9	23.45	1.89	85	3	770	589	90	87
547	546.9	31.57	2.18	87	2	790	594	90	87
548	547.9	45.91	2.45	81	2	780	594	90	87
549	548.9	43.18	3.61	78	2	770	594	90	87
550	549.9	31.48	3.48	76	3	780	594	91	87
551	550.9	20.46	2.36	72	3	790	594	91	87
552	551.9	21.76	2.3	65	2	800	594	91	87
553	552.9	39.78	7.2	68	2	1037	689	91	87
554	553.9	96.65	4.25	57	3	739	489	91	87
555	554.9	155.68	5.66	66	2	857	560	91	87
556	555.9	175.14	6.31	74	2	949	629	91	87
557	556.9	85.34	7.06	74	2	939	629	91	88
558	557.9	30.79	10.1	82	3	1043	699	91	88
559	558.9	10.67	7.4	82	3	1051	699	91	88
560	559.9	31.21	9.09	81	3	1064	699	91	88
561	560.9	30.22	8.06	81	3	1063	699	91	88
562	561.9	25.17	8.4	81	3	1059	699	91	88
563	562.9	15.64	4.55	49	2	637	419	91	88
564	563.9	10.47	2.49	33	2	433	279	92	88
565	564.9	48.45	8.46	89	3	1122	710	92	89
566	565.9	41.58	8.2	89	3	1140	709	92	89
567	566.9	31.13	7.82	89	3	1126	710	92	89
568	567.9	19.35	9.71	89	3	1120	709	92	89
569	568.9	29.53	9.03	89	3	1128	710	92	89
570	569.9	30.93	12.03	89	4	1126	710	92	89
571	570.9	26.84	9.42	89	4	1129	710	92	89
572	571.9	24.67	11.28	89	4	1133	710	92	89
573	572.9	13.86	10.22	89	3	1125	710	92	89
574	573.9	18.65	8.76	89	3	1139	710	92	89
575	574.9	26.22	10.45	89	4	1137	710	92	89
576	575.9	18.13	9.89	89	4	1151	710	93	89
577	576.9	17.59	10.06	89	3	1158	709	93	89
578	577.9	28.33	9.25	89	4	1158	710	93	89
579	578.9	28.77	8.87	89	3	1150	709	93	89
580	579.9	31.02	8.79	89	3	1154	710	93	89
581	580.9	33.28	7.67	89	3	1148	710	93	90
582	581.9	28.54	7.72	89	3	1155	709	93	90
583	582.9	28.72	7.9	89	3	1158	710	93	90
584	583.9	20.12	10.62	88	4	1150	710	93	90
585	584.9	15.59	6.76	86	3	1147	709	93	90
586	585.9	60.9	4.16	55	4	1154	702	93	90
587	586.9	35.7	5.16	76	4	1162	703	93	90
588	587.9	28.59	2.13	90	4	1155	704	93	90
589	588.9	25.63	1.1	90	4	1166	704	93	90
590	589.9	26.74	1.61	90	4	1166	704	93	90
591	590.9	24.05	2.65	90	4	1177	704	93	90
592	591.9	15.24	5.36	89	4	1184	705	93	90
593	592.9	22.59	1.91	18	3	615	464	93	90
594	593.9	60.3	9.12	51	2	940	614	93	90
595	594.9	24.3	3.74	86	4	1208	716	93	90
596	595.9	22.52	7.15	86	4	1225	718	93	90
597	596.9	14.27	3.57	86	4	1215	718	93	90
598	597.9	15.67	1.22	85	4	1213	717	93	90
599	598.9	17.83	3.28	86	4	1217	718	93	90
600	599.9	14.09	4.24	87	4	1220	716	93	90
601	600.9	19.69	4.41	89	5	1222	717	93	91
602	601.9	24.18	2	90	4	1195	704	93	91
603	602.9	31.56	2.16	90	4	1173	699	93	91
604	603.9	33.78	3.79	89	4	1175	699	93	91
605	604.9	15.4	3.66	90	4	1173	699	93	91
606	605.9	23.31	2.85	90	4	1201	707	93	91
607	606.9	29.4	4.54	89	4	1208	709	93	91
608	607.9	25.66	3.61	89	4	1219	709	93	91
609	608.9	26.98	5.13	89	4	1225	709	93	91
610	609.9	26.65	3.81	90	4	1225	709	93	91
611	610.9	22.42	4.34	89	4	1209	709	93	91
612	611.9	24.54	6.47	89	5	1215	709	93	91
613	612.9	18.51	5.65	89	4	1210	705	93	92
614	613.9	18.16	2.42	89	4	1211	693	93	92
615	614.9	17.73	2.1	88	4	1276	711	93	92
616	615.9	11.02	1.9	88	4	1272	711	93	92
617	616.9	15.64	1.2	89	4	1271	711	93	92
618	617.9	23.79	2.1	88	4	1269	711	93	92
619	618.9	15.24	1.6	71	3	1024	568	93	92
620	619.9	18.94	2.3	88	4	1274	711	93	92
621	620.9	26.25	2.1	88	4	1280	711	93	92
622	621.9	29.26	1.2	88	5	1283	711	93	92
623	622.9	9.96	1.6	70	3	1037	568	93	92
624	623.9	33.33	1.85	88	4	1280	711	94	92
625	624.9	15.02	3.81	88	4	1282	711	94	92
626	625.9	16.58	6.63	88	4	1281	711	94	92
627	626.9	15.15	4.33	88	4	1266	711	94	92
628	627.9	18.96	1.2	88	4	1280	711	94	92
629	628.9	20.49	4.25	88	4	1273	711	94	92
630	629.9	29.07	1.57	88	4	1282	711	94	92
631	630.9	31.62	2.61	88	5	1282	711	94	92
632	631.9	29.42	1.87	88	4	1281	711	94	92
633	632.9	25.55	2.23	90	4	1288	711	94	92
634	633.9	15.98	1.75	91	4	1286	711	94	92
635	634.9	22.66	3.22	96	4	1292	711	94	93
636	635.9	25.44	3.91	96	4	1290	711	94	93
637	636.9	26.81	4.05	96	5	1299	711	94	93
638	637.9	28.21	4.38	97	5	1302	711	94	93
639	638.9	25.81	1.89	95	5	1296	711	94	93
640	639.9	21.25	3.33	98	4	1297	711	94	93
641	640.9	23.59	1.29	99	4	1300	711	94	93
642	641.9	23.67	3.42	98	5	1303	711	94	93
643	642.9	31.56	0.3	75	4	1035	609	94	93
644	643.9	38.82	0.69	91	3	1146	658	94	93
645	644.9	16.4	5.84	97	4	1246	690	94	93
646	645.9	15.48	3.42	97	4	1244	691	94	93
647	646.9	16.71	5.08	71	3	1248	692	94	93
648	647.9	37.31	7.62	68	4	1232	692	94	93
649	648.9	21.32	8.33	85	4	1241	692	94	93
650	649.9	18.76	6.42	97	4	1238	692	94	93
651	650.9	17.93	8.84	97	4	1251	696	94	93
652	651.9	26.18	10.79	97	4	1268	699	94	93
653	652.9	32.95	9.24	96	4	1272	694	94	93
654	653.9	28.72	11.1	95	4	1272	692	94	94
655	654.9	26.98	9.28	96	4	1286	696	94	94
656	655.9	30.73	14.8	98	4	1277	701	94	94
657	656.9	24.15	12.18	97	5	1281	701	94	94
658	657.9	15.69	8.21	97	4	1274	700	94	94
659	658.9	24.92	11.94	97	4	1279	700	94	94
660	659.9	29.55	12.91	97	4	1282	701	94	94
661	660.9	16.52	13.22	97	4	1281	699	94	94
662	661.9	25.28	13.58	97	4	1280	701	94	94
663	662.9	27.68	11.84	97	5	1275	701	94	94
664	663.9	38.4	9.66	97	4	1276	693	94	94
665	664.9	21.53	12.01	97	4	1285	692	94	94
666	665.9	40.17	11.42	97	4	1283	692	94	94
667	666.9	36.25	11.03	97	4	1305	692	94	94
668	667.9	57.74	14.93	97	5	1298	692	94	94
669	668.9	61.08	16.23	96	5	1300	692	94	94
670	669.9	45.05	14.36	97	5	1293	692	94	94
671	670.9	55.56	17.16	97	5	1301	692	94	94
672	671.9	22.95	14.4	96	5	1292	692	94	94
673	672.9	26.47	13.68	97	5	1304	697	94	94
674	673.9	50.16	14.51	97	4	1294	692	94	94
675	674.9	28.98	12.23	97	4	1237	669	94	94
676	675.9	32.37	14.12	97	5	1236	671	94	94
677	676.9	47.42	12.48	97	5	1291	690	94	94
678	677.9	44.01	15.82	98	5	1302	698	94	94
679	678.9	34.89	17.62	98	5	1306	697	94	94
680	679.9	35.38	15.21	98	5	1314	697	94	94
681	680.9	14.57	14.46	97	5	1304	697	94	94
682	681.9	17.97	12.89	97	5	1317	697	94	94
683	682.9	16.78	13.02	96	5	1316	698	94	94
684	683.9	25.64	15.64	97	5	1314	697	94	94
685	684.9	59.82	8.52	97	3	1339	700	94	94
686	685.9	42.29	11.6	97	4	1348	701	94	94
687	686.9	28.33	14.4	97	4	1344	701	94	94
688	687.9	14.75	11.81	97	4	1348	701	94	94
689	688.9	19.41	10.48	97	4	1346	700	94	94
690	689.9	22.36	15.05	97	4	1354	701	94	94
691	690.9	15.71	12.83	97	4	1347	700	94	94
692	691.9	20.96	13.11	97	4	1350	701	94	95
693	692.9	15.15	8.78	97	4	1352	701	94	95
694	693.9	19.21	12.59	97	4	1354	701	94	95
695	694.9	20.78	12.18	97	4	1340	700	94	95
696	695.9	21.14	12.9	97	4	1345	700	94	95
697	696.9	14.98	10.97	97	4	1349	699	94	95
698	697.9	16.72	12.09	97	4	1367	700	94	95
699	698.9	22.81	17.51	97	4	1343	699	94	95
700	699.9	13.25	15.18	97	4	1341	700	94	95
701	700.9	18.87	9.23	97	4	1285	689	94	95
702	701.9	14.83	10.92	97	4	1239	680	94	95
703	702.9	14.41	9.58	97	4	1253	681	94	95
704	703.9	14.99	13.4	96	4	1251	681	94	95
705	704.9	16.78	12.34	97	4	1247	684	94	95
706	705.9	7.45	9.6	95	3	1210	631	94	95
707	706.9	16.3	10.3	94	4	1211	631	94	95
708	707.9	17.9	12.44	94	4	1216	631	94	95
709	708.9	23.62	12.91	96	5	1336	701	94	95
710	709.9	18.93	11.86	96	5	1349	701	94	95
711	710.9	14.13	13.38	97	4	1348	701	94	95
712	711.9	18.55	12.78	97	4	1356	702	94	95
713	712.9	13.56	11.08	97	4	1355	701	94	95
714	713.9	23.02	12.44	97	4	1359	701	94	95
715	714.9	14.79	13.48	97	4	1364	702	94	95
716	715.9	16.74	12.58	96	4	1363	702	94	95
717	716.9	14.02	10.7	97	4	1362	702	94	95
718	717.9	24.03	10.49	97	4	1364	702	94	95
719	718.9	37.41	13.08	97	5	1368	702	94	95
720	719.9	26.2	13.92	97	5	1373	701	94	95
721	720.9	33.69	15.31	96	5	1372	702	94	95
722	721.9	20.31	16.55	96	5	1371	702	94	95
723	722.9	31.71	14.16	96	5	1373	701	94	95
724	723.9	30.42	14.11	96	5	1381	702	94	95
725	724.9	32.59	13.91	96	5	1372	702	94	95
726	725.9	23.87	18.23	96	5	1385	701	94	95
727	726.9	23.91	16.11	96	5	1381	701	94	95
728	727.9	23.66	16.5	96	5	1381	700	94	95
729	728.9	27.59	13.44	96	5	1379	702	94	95
730	729.9	23.85	13.16	96	5	1381	701	94	95
731	730.9	48.68	12.62	96	5	1407	701	94	95
732	731.9	22.48	12.06	97	5	1427	702	94	95
733	732.9	22.03	10.66	97	5	1428	702	94	95
734	733.9	26.5	9.13	97	5	1434	702	94	95
735	734.9	23.39	9.84	97	5	1433	702	94	95
736	735.9	20.38	10.53	97	5	1436	702	94	96
737	736.9	17.22	11.75	97	5	1445	702	94	96
738	737.9	19.86	12.14	97	5	1396	691	94	96
739	738.9	17.87	8.59	97	4	1016	601	94	96
740	739.9	19.45	11.38	97	4	1023	599	94	96
741	740.9	22.15	7.16	97	4	1389	683	94	96
742	741.9	31.31	8.46	97	4	1426	692	95	96
743	742.9	32.7	10.93	97	5	1433	692	95	96
744	743.9	19.07	13.68	96	5	1437	692	95	96
745	744.9	16.69	13.69	96	5	1432	692	95	96
746	745.9	18.26	11.86	97	5	1435	692	95	96
747	746.9	17.98	11.86	97	5	1423	692	95	96
748	747.9	14.41	14.37	97	4	1438	692	95	96
749	748.9	13.25	11.73	97	4	1419	692	95	96
750	749.9	20.76	11.17	97	4	1268	694	95	96
751	750.9	22	12.76	97	5	1440	697	95	96
752	751.9	15.87	10.42	97	5	1441	697	95	96
753	752.9	16.56	12.93	97	5	1442	698	95	96
754	753.9	12.98	11.89	96	5	1445	701	95	96
755	754.9	18.29	9.76	96	5	1448	702	95	96
756	755.9	22.77	9.38	96	5	1449	702	95	96
757	756.9	29.71	14.13	97	5	1443	702	95	96
758	757.9	28.65	9	97	4	1428	698	95	96
759	758.9	40.98	6.13	97	4	1414	694	95	96
760	759.9	22.92	8.68	97	4	1462	702	95	96
761	760.9	21.18	10.13	97	4	1482	702	95	96
762	761.9	39.67	9.9	96	5	1473	703	95	96
763	762.9	31.69	11.49	96	5	1494	709	95	96
764	763.9	21.98	10.99	96	5	1503	709	95	96
765	764.9	26.71	10.22	96	5	1502	709	95	96
766	765.9	23.49	13.51	96	5	1508	709	95	96
767	766.9	27.73	15.84	96	6	1518	709	95	96
768	767.9	23.89	13.82	96	6	1516	709	95	96
769	768.9	35.06	14.69	96	5	1520	709	95	96
770	769.9	28.64	17.79	96	6	1519	709	95	96
771	770.9	21.69	14.85	96	5	1513	709	95	96
772	771.9	21.15	12.95	96	5	1506	709	95	96
773	772.9	21.2	12.87	96	5	1510	709	95	96
774	773.9	26.89	14.19	96	5	1506	709	95	96
775	774.9	24.15	14.11	96	6	1510	709	95	96
776	775.9	26.56	14.72	96	5	1502	709	95	96
777	776.9	23.3	14.28	96	6	1496	709	95	96
778	777.9	20.61	10.85	96	5	1504	709	95	96
779	778.9	21.09	15.04	96	6	1504	709	95	96
780	779.9	19.08	13.34	96	6	1504	709	95	96
781	780.9	19.28	13.54	96	5	1510	709	95	96
782	781.9	21.4	14.41	96	6	1511	709	95	96
783	782.9	18.24	18.47	96	6	1500	709	95	96
784	783.9	16.76	14.6	96	6	1444	709	95	96
785	784.9	22.48	12.26	96	6	1566	709	95	96
786	785.9	25.5	3.9	98	5	1621	733	95	96
787	786.9	24.14	1.66	98	5	1632	742	95	96
788	787.9	22.52	4.87	98	5	1625	734	95	96
789	788.9	25.24	2.74	98	6	1519	700	95	96
790	789.9	26.46	3.42	98	6	1516	701	95	96
791	790.9	28.55	4.73	98	6	1530	699	95	96
792	791.9	34.95	5.91	98	6	1531	701	95	96
793	792.9	26.77	5.42	98	6	1535	700	95	96
794	793.9	24.85	6.02	98	6	1534	700	95	96
795	794.9	26.07	7.94	98	6	1539	700	95	96
796	795.9	24.6	5.73	98	6	1543	702	95	96
797	796.9	26.88	5.53	98	6	1549	702	95	96
798	797.9	23.69	5.34	97	6	1551	701	95	96
799	798.9	25.87	6.99	97	6	1547	701	95	96
800	799.9	22.79	4.09	97	5	1547	701	95	96
801	800.9	30.89	12.23	96	6	1543	702	95	96
802	801.9	26.87	9.98	77	5	1239	561	95	96
803	802.9	23.01	8.91	77	5	1247	560	95	96
804	803.9	30.76	15.59	97	6	1549	701	95	96
805	804.9	24.29	11.48	96	6	1541	700	95	96
806	805.9	18.59	11.69	97	6	1527	701	95	96
807	806.9	23.47	12.62	97	6	1518	701	95	96
808	807.9	22.74	14.62	97	6	1516	701	95	96
809	808.9	19.98	12.37	96	6	1531	702	95	96
810	809.9	15.95	15.07	97	6	1524	701	95	96
811	810.9	33.88	9.36	97	5	1531	700	95	96
812	811.9	30.5	11.92	97	6	1530	701	95	96
813	812.9	39.52	11.22	96	6	1535	702	95	96
814	813.9	26.2	13.09	96	6	1529	700	95	96
815	814.9	23.51	13.3	90	6	1536	685	95	97
816	815.9	24	11.11	90	6	1539	685	95	97
817	816.9	30.3	14.46	90	6	1554	685	95	97
818	817.9	29.55	12.47	90	6	1546	685	95	97
819	818.9	23.25	10.59	90	5	1543	685	95	97
820	819.9	22.27	11.98	90	5	1553	685	95	97
821	820.9	26.79	11.31	90	5	1556	686	96	97
822	821.9	17.49	12.14	90	5	1559	687	96	97
823	822.9	19.5	13.06	90	5	1571	687	96	97
824	823.9	20.68	11.28	90	5	1576	687	96	97
825	824.9	24.08	12.76	90	5	1573	687	96	97
826	825.9	18.44	15.09	90	5	1574	687	96	97
827	826.9	25.56	9.87	90	5	1574	687	96	97
828	827.9	23.31	14.23	90	6	1577	690	96	97
829	828.9	31.31	14.07	91	6	1576	690	96	98
830	829.9	25.5	13.04	92	6	1571	690	96	98
831	830.9	24.17	14.28	97	6	1578	690	96	98
832	831.9	28.64	17.47	97	6	1578	690	96	98
833	832.9	22.75	13.37	97	6	1576	690	96	98
834	833.9	31.42	14.25	98	6	1590	690	96	98
835	834.9	30.37	13.45	98	6	1580	690	96	98
836	835.9	32.52	15.72	97	6	1582	690	97	98
837	836.9	40.14	15.53	96	7	1600	690	97	98
838	837.9	28.26	13.62	96	7	1593	690	97	98
839	838.9	25	16.77	97	6	1592	690	97	98
840	839.9	29.5	14.84	96	6	1598	690	97	98
841	840.9	21.92	14.2	97	6	1597	690	97	98
842	841.9	20.23	14.08	96	6	1594	690	97	98
843	842.9	51.3	10.31	97	6	1646	691	97	98
844	843.9	74.91	12.25	97	6	1653	694	97	98
845	844.9	50.46	7.08	96	6	1676	699	97	98
846	845.9	83.54	6.89	94	6	1653	699	97	98
847	846.9	69.05	10.15	94	6	1660	699	97	98
848	847.9	18.66	9.24	94	5	1656	699	97	98
849	848.9	56.47	6.79	85	5	1487	629	97	98
850	849.9	59.38	8.3	75	4	1328	559	97	99
851	850.9	24.74	9.2	94	6	1668	699	97	99
852	851.9	80.6	11.51	94	6	1654	699	97	99
853	852.9	12.39	5.91	47	3	836	349	98	99
854	853.9	12.3	12.75	75	4	1332	559	98	99
855	854.9	14.1	6.33	85	4	1487	629	98	99
856	855.9	20.87	7.45	94	5	1658	699	98	99
857	856.9	28.39	3.75	94	5	1642	699	98	99
858	857.9	23.18	6.95	94	5	1643	699	98	99
859	858.9	24.87	1.42	94	5	1643	699	98	99
860	859.9	32.91	3.5	93	5	1639	699	98	99
861	860.9	17.19	3.62	76	3	1310	559	98	99
862	861.9	20.67	2.16	66	3	1148	489	98	99
863	862.9	31.63	7.25	95	5	1626	699	98	99
864	863.9	24	9.29	94	5	1648	699	98	99
865	864.9	24.64	10.67	94	6	1638	699	98	99
866	865.9	42.85	8.31	93	6	1632	699	98	99
867	866.9	58.73	8.57	92	7	1644	699	98	99
868	867.9	32.01	5.03	37	2	668	279	98	99
869	868.9	27.6	10.38	75	5	1309	559	98	99
870	869.9	25.45	7.3	91	6	1658	697	98	99
871	870.9	63.84	0.87	91	5	1647	690	98	99
872	871.9	63.65	10.7	95	8	1666	690	98	99
873	872.9	43.88	16.11	95	8	1654	690	98	99
874	873.9	62.31	14.45	96	8	1639	690	98	99
875	874.9	35.61	16.53	97	8	1657	690	99	99
876	875.9	39.87	18.2	96	8	1651	690	99	99
877	876.9	38.63	20.56	96	9	1641	690	99	99
878	877.9	70.69	16.86	98	8	1645	690	99	99
879	878.9	43.65	18.46	98	8	1643	690	99	99
880	879.9	37.92	17.31	97	8	1635	690	99	99
881	880.9	56.56	17.66	98	9	1637	690	99	99
882	881.9	72.99	20.18	98	10	1645	690	99	99
883	882.9	57.79	14.88	98	9	1631	690	99	99
884	883.9	30.83	9.73	98	7	1640	690	99	99
885	884.9	39.82	10.46	98	8	1649	690	99	99
886	885.9	48.39	11.78	98	9	1643	690	99	100
887	886.9	47.86	12.35	98	10	1639	690	99	100
888	887.9	38.43	10.58	98	10	1646	690	99	100
889	888.9	46.73	13.28	98	10	1638	690	99	100
890	889.9	39.26	10.23	98	10	1647	690	99	100
891	890.9	39.1	13.43	98	10	1639	690	99	100
892	891.9	31.74	14.11	98	10	1641	690	99	100
893	892.9	44.83	13.51	98	10	1643	690	99	100
894	893.9	24.46	11.18	98	8	1656	690	99	100
895	894.9	59.34	9.95	98	10	1677	692	99	100
896	895.9	67.43	9.25	98	8	1672	692	99	100
897	896.9	63.59	11.93	98	7	1675	692	99	100
898	897.9	41.07	8.78	68	4	1173	484	99	101
899	898.9	21.3	5.82	10	1	219	68	99	101
900	899.9	18.91	16.9	99	9	1598	688	99	101
901	900.9	48.96	17.71	99	7	1591	688	100	101
902	901.9	64.84	18.82	98	7	1561	687	100	101
903	902.9	76.1	20.94	98	8	1554	688	100	101
904	903.9	52.61	21.69	97	14	1526	688	100	101
905	904.9	41.33	15.79	98	12	1356	689	100	101
906	905.9	60.11	17.41	98	9	1528	688	100	101
907	906.9	45.09	19.79	98	8	1602	689	100	101
908	907.9	41.98	17.73	98	8	1701	701	100	101
909	908.9	60.22	18.02	98	11	1695	701	100	101
910	909.9	46.98	18.63	98	11	1708	701	101	101
911	910.9	51.6	20.85	98	7	1706	701	101	101
912	911.9	46.3	20.06	98	7	1703	701	101	101
913	912.9	28.45	19.93	98	11	1708	701	101	102
914	913.9	30.85	17.64	98	8	1700	701	101	102
915	914.9	37	18.82	98	8	1708	701	101	102
916	915.9	36.22	21.46	98	7	1705	701	101	102
917	916.9	53.98	19.84	98	8	1710	701	101	102
918	917.9	49.23	19.62	98	9	1701	701	101	102
919	918.9	49.65	20.3	98	12	1698	700	101	102
920	919.9	48.8	17.74	98	12	1705	701	101	102
921	920.9	43.93	21.24	98	10	1709	702	101	102
922	921.9	45.82	18.93	98	10	1705	701	101	102
923	922.9	39.07	19.08	98	12	1709	702	101	102
924	923.9	50.54	19.54	98	10	1701	701	101	102
925	924.9	33.32	19.36	98	12	1701	702	101	102
926	925.9	30.34	20.51	98	12	1710	701	101	102
927	926.9	30.03	15.74	98	13	1707	701	101	102
928	927.9	91.62	12.7	99	7	1678	701	101	102
929	928.9	78.69	15.6	99	7	1630	708	101	102
930	929.9	60.56	16.23	99	10	1641	709	101	102
931	930.9	53.56	14.37	98	11	1631	709	101	102
932	931.9	68.26	15.32	98	9	1630	709	101	102
933	932.9	49.92	19.94	98	9	1636	709	101	103
934	933.9	44.18	15.73	98	11	1635	709	101	103
935	934.9	31.35	17.04	98	7	1634	709	101	103
936	935.9	38.3	14.7	98	8	1633	709	101	103
937	936.9	31.18	13.97	98	7	1635	709	101	103
938	937.9	41.2	19.5	98	12	1633	709	101	103
939	938.9	22.93	13.49	98	9	1645	709	101	103
940	939.9	30.79	11.96	98	10	1641	709	101	103
941	940.9	20.99	12.34	98	10	1643	709	101	103
942	941.9	26.43	13.17	98	10	1640	709	102	103
943	942.9	32.81	18.93	98	9	1647	709	102	103
944	943.9	25.28	14.95	98	10	1647	709	102	103
945	944.9	40.77	15.04	97	10	1655	709	102	103
946	945.9	36.38	14.32	98	10	1635	709	102	103
947	946.9	29.39	15.19	97	11	1652	709	102	103
948	947.9	25.66	16.08	97	12	1643	709	102	103
949	948.9	21.47	14.35	97	10	1635	709	102	103
950	949.9	32.39	15.77	98	8	1650	709	102	103
951	950.9	30.88	14.35	98	8	1646	709	102	103
952	951.9	33.37	15.34	98	10	1654	709	102	103
953	952.9	34.4	14.34	97	10	1655	709	102	103
954	953.9	32.52	14.66	98	7	1648	709	102	103
955	954.9	79.94	13.46	98	6	1635	709	102	103
956	955.9	32.44	10.26	99	6	1623	709	102	103
957	956.9	80.79	3.56	99	3	1590	704	102	103
958	957.9	115.64	4.77	99	6	1595	702	102	104
959	958.9	140.38	11.42	99	7	1602	702	102	104
960	959.9	56.27	13.24	99	7	1597	702	102	104
961	960.9	26.89	9.79	99	8	1602	702	102	104
962	961.9	27.02	11.61	99	8	1605	702	102	104
963	962.9	43.58	11.46	96	14	1605	702	102	104
964	963.9	50.6	11.44	99	8	1610	702	102	104
965	964.9	29.87	8.58	98	9	1594	702	102	104
966	965.9	19.24	8.76	97	11	1606	702	102	104
967	966.9	19.45	13.77	98	10	1579	702	102	104
968	967.9	22.61	10.58	98	10	1585	702	102	104
969	968.9	24.7	8.98	99	8	1586	702	102	104
970	969.9	23.74	6.21	99	7	1593	702	102	104
971	970.9	20.36	9.76	99	7	1578	700	102	104
972	971.9	24.34	14.88	100	7	1583	699	102	104
973	972.9	39.52	14.26	99	5	1568	699	102	104
974	973.9	27.48	15.81	99	9	1585	699	102	104
975	974.9	37.5	17.52	99	9	1587	699	102	104
976	975.9	15.76	15.12	99	9	1589	699	102	104
977	976.9	37.66	15.67	99	10	1576	699	102	104
978	977.9	43.89	14.4	99	10	1581	699	102	104
