Depth	TVD	ROP  Gas(units)	C1(PPM)	C2	C3	iC4	nC4	C5	
591	590.9	24.05	11	1089	0	0	0	0	0
592	591.9	15.24	9	891	0	0	0	0	0
593	592.9	22.59	6	594	0	0	0	0	0
594	593.9	60.3	5	495	0	0	0	0	0
595	594.9	24.3	5	495	0	0	0	0	0
596	595.9	22.52	5	495	0	0	0	0	0
597	596.9	14.27	5	495	0	0	0	0	0
598	597.9	15.67	5	495	0	0	0	0	0
599	598.9	17.83	6	594	0	0	0	0	0
600	599.9	14.09	7	693	0	0	0	0	0
601	600.9	19.69	7	693	0	0	0	0	0
602	601.9	24.18	6	594	0	0	0	0	0
603	602.9	31.56	6	594	0	0	0	0	0
604	603.9	33.78	5	495	0	0	0	0	0
605	604.9	15.4	5	495	0	0	0	0	0
606	605.9	23.31	6	594	0	0	0	0	0
607	606.9	29.4	6	594	0	0	0	0	0
608	607.9	25.66	6	594	0	0	0	0	0
609	608.9	26.98	6	594	0	0	0	0	0
610	609.9	26.65	6	594	0	0	0	0	0
611	610.9	22.42	7	693	0	0	0	0	0
612	611.9	24.54	7	693	0	0	0	0	0
613	612.9	18.51	8	792	0	0	0	0	0
614	613.9	18.16	8	792	0	0	0	0	0
615	614.9	17.73	9	891	0	0	0	0	0
616	615.9	11.02	9	891	0	0	0	0	0
617	616.9	15.64	10	990	0	0	0	0	0
618	617.9	23.79	10	990	0	0	0	0	0
619	618.9	15.24	11	1089	0	0	0	0	0
620	619.9	18.94	12	1188	0	0	0	0	0
621	620.9	26.25	13	1287	0	0	0	0	0
622	621.9	29.26	13	1287	0	0	0	0	0
623	622.9	9.96	14	1386	0	0	0	0	0
624	623.9	33.33	14	1386	0	0	0	0	0
625	624.9	15.02	14	1386	0	0	0	0	0
626	625.9	16.58	15	1485	0	0	0	0	0
627	626.9	15.15	16	1584	0	0	0	0	0
628	627.9	18.96	16	1584	0	0	0	0	0
629	628.9	20.49	16	1584	0	0	0	0	0
630	629.9	29.07	16	1584	0	0	0	0	0
631	630.9	31.62	14	1386	0	0	0	0	0
632	631.9	29.42	13	1287	0	0	0	0	0
633	632.9	25.55	13	1287	0	0	0	0	0
634	633.9	15.98	11	1089	0	0	0	0	0
635	634.9	22.66	10	990	0	0	0	0	0
636	635.9	25.44	11	1089	0	0	0	0	0
637	636.9	26.81	12	1188	0	0	0	0	0
638	637.9	28.21	12	1188	0	0	0	0	0
639	638.9	25.81	13	1287	0	0	0	0	0
640	639.9	21.25	13	1287	0	0	0	0	0
641	640.9	23.59	13	1287	0	0	0	0	0
642	641.9	23.67	13	1287	0	0	0	0	0
643	642.9	31.56	13	1287	0	0	0	0	0
644	643.9	38.82	14	1386	0	0	0	0	0
645	644.9	16.4	14	1386	0	0	0	0	0
646	645.9	15.48	14	1386	0	0	0	0	0
647	646.9	16.71	15	1485	0	0	0	0	0
648	647.9	37.31	16	1584	0	0	0	0	0
649	648.9	21.32	17	1683	0	0	0	0	0
650	649.9	18.76	21	2079	0	0	0	0	0
651	650.9	17.93	21	2079	0	0	0	0	0
652	651.9	26.18	21	2079	0	0	0	0	0
653	652.9	32.95	20	1980	0	0	0	0	0
654	653.9	28.72	19	1881	0	0	0	0	0
655	654.9	26.98	19	1881	0	0	0	0	0
656	655.9	30.73	18	1782	0	0	0	0	0
657	656.9	24.15	18	1782	0	0	0	0	0
658	657.9	15.69	17	1683	0	0	0	0	0
659	658.9	24.92	16	1584	0	0	0	0	0
660	659.9	29.55	16	1584	0	0	0	0	0
661	660.9	16.52	16	1584	0	0	0	0	0
662	661.9	25.28	15	1485	0	0	0	0	0
663	662.9	27.68	15	1485	0	0	0	0	0
664	663.9	38.4	16	1584	0	0	0	0	0
665	664.9	21.53	16	1584	0	0	0	0	0
666	665.9	40.17	16	1584	0	0	0	0	0
667	666.9	36.25	16	1584	0	0	0	0	0
668	667.9	57.74	16	1584	0	0	0	0	0
669	668.9	61.08	15	1485	0	0	0	0	0
670	669.9	45.05	15	1485	0	0	0	0	0
671	670.9	55.56	14	1386	0	0	0	0	0
672	671.9	22.95	14	1386	0	0	0	0	0
673	672.9	26.47	14	1386	0	0	0	0	0
674	673.9	50.16	13	1287	0	0	0	0	0
675	674.9	28.98	13	1287	0	0	0	0	0
676	675.9	32.37	13	1287	0	0	0	0	0
677	676.9	47.42	14	1386	0	0	0	0	0
678	677.9	44.01	14	1386	0	0	0	0	0
679	678.9	34.89	15	1485	0	0	0	0	0
680	679.9	35.38	16	1584	0	0	0	0	0
681	680.9	14.57	17	1683	0	0	0	0	0
682	681.9	17.97	17	1683	0	0	0	0	0
683	682.9	16.78	18	1782	0	0	0	0	0
684	683.9	25.64	19	1881	0	0	0	0	0
685	684.9	59.82	19	1881	0	0	0	0	0
686	685.9	42.29	19	1881	0	0	0	0	0
687	686.9	28.33	20	1980	0	0	0	0	0
688	687.9	14.75	21	2079	0	0	0	0	0
689	688.9	19.41	19	1881	0	0	0	0	0
690	689.9	22.36	18	1782	0	0	0	0	0
691	690.9	15.71	17	1683	0	0	0	0	0
692	691.9	20.96	16	1584	0	0	0	0	0
693	692.9	15.15	16	1584	0	0	0	0	0
694	693.9	19.21	15	1485	0	0	0	0	0
695	694.9	20.78	15	1485	0	0	0	0	0
696	695.9	21.14	14	1386	0	0	0	0	0
697	696.9	14.98	14	1386	0	0	0	0	0
698	697.9	16.72	13	1287	0	0	0	0	0
699	698.9	22.81	13	1287	0	0	0	0	0
700	699.9	13.25	12	1188	0	0	0	0	0
701	700.9	18.87	12	1188	0	0	0	0	0
702	701.9	14.83	11	1089	0	0	0	0	0
703	702.9	14.41	10	990	0	0	0	0	0
704	703.9	14.99	10	990	0	0	0	0	0
705	704.9	16.78	9	891	0	0	0	0	0
706	705.9	7.45	9	891	0	0	0	0	0
707	706.9	16.3	9	891	0	0	0	0	0
708	707.9	17.9	9	891	0	0	0	0	0
709	708.9	23.62	10	990	0	0	0	0	0
710	709.9	18.93	10	990	0	0	0	0	0
711	710.9	14.13	10	990	0	0	0	0	0
712	711.9	18.55	10	990	0	0	0	0	0
713	712.9	13.56	11	1089	0	0	0	0	0
714	713.9	23.02	11	1089	0	0	0	0	0
715	714.9	14.79	11	1089	0	0	0	0	0
716	715.9	16.74	11	1089	0	0	0	0	0
717	716.9	14.02	12	1188	0	0	0	0	0
718	717.9	24.03	12	1188	0	0	0	0	0
719	718.9	37.41	13	1287	0	0	0	0	0
720	719.9	26.2	13	1287	0	0	0	0	0
721	720.9	33.69	14	1386	0	0	0	0	0
722	721.9	20.31	14	1386	0	0	0	0	0
723	722.9	31.71	15	1485	0	0	0	0	0
724	723.9	30.42	15	1485	0	0	0	0	0
725	724.9	32.59	16	1584	0	0	0	0	0
726	725.9	23.87	15	1485	0	0	0	0	0
727	726.9	23.91	16	1584	0	0	0	0	0
728	727.9	23.66	17	1683	0	0	0	0	0
729	728.9	27.59	19	1881	0	0	0	0	0
730	729.9	23.85	20	1980	0	0	0	0	0
731	730.9	48.68	20	1980	0	0	0	0	0
732	731.9	22.48	20	1980	0	0	0	0	0
733	732.9	22.03	19	1881	0	0	0	0	0
734	733.9	26.5	18	1782	0	0	0	0	0
735	734.9	23.39	18	1782	0	0	0	0	0
736	735.9	20.38	19	1881	0	0	0	0	0
737	736.9	17.22	20	1980	0	0	0	0	0
738	737.9	19.86	21	2079	0	0	0	0	0
739	738.9	17.87	23	2277	0	0	0	0	0
740	739.9	19.45	24	2376	0	0	0	0	0
741	740.9	22.15	24	2376	0	0	0	0	0
742	741.9	31.31	29	2871	0	0	0	0	0
743	742.9	32.7	32	3168	0	0	0	0	0
744	743.9	19.07	36	3564	0	0	0	0	0
745	744.9	16.69	48	4752	0	0	0	0	0
746	745.9	18.26	55	5445	0	0	0	0	0
747	746.9	17.98	51	5049	0	0	0	0	0
748	747.9	14.41	47	4653	0	0	0	0	0
749	748.9	13.25	36	3564	0	0	0	0	0
750	749.9	20.76	29	2871	0	0	0	0	0
751	750.9	22	25	2475	0	0	0	0	0
752	751.9	15.87	21	2079	0	0	0	0	0
753	752.9	16.56	20	1980	0	0	0	0	0
754	753.9	12.98	19	1881	0	0	0	0	0
755	754.9	18.29	18	1782	0	0	0	0	0
756	755.9	22.77	17	1683	0	0	0	0	0
757	756.9	29.71	17	1683	0	0	0	0	0
758	757.9	28.65	18	1782	0	0	0	0	0
759	758.9	40.98	19	1881	0	0	0	0	0
760	759.9	22.92	18	1782	0	0	0	0	0
761	760.9	21.18	17	1683	0	0	0	0	0
762	761.9	39.67	16	1584	0	0	0	0	0
763	762.9	31.69	15	1485	0	0	0	0	0
764	763.9	21.98	15	1485	0	0	0	0	0
765	764.9	26.71	14	1386	0	0	0	0	0
766	765.9	23.49	14	1386	0	0	0	0	0
767	766.9	27.73	15	1485	0	0	0	0	0
768	767.9	23.89	16	1584	0	0	0	0	0
769	768.9	35.06	16	1584	0	0	0	0	0
770	769.9	28.64	15	1485	0	0	0	0	0
771	770.9	21.69	14	1386	0	0	0	0	0
772	771.9	21.15	15	1485	0	0	0	0	0
773	772.9	21.2	15	1485	0	0	0	0	0
774	773.9	26.89	16	1584	0	0	0	0	0
775	774.9	24.15	17	1683	0	0	0	0	0
776	775.9	26.56	18	1782	0	0	0	0	0
777	776.9	23.3	18	1782	0	0	0	0	0
778	777.9	20.61	17	1683	0	0	0	0	0
779	778.9	21.09	16	1584	0	0	0	0	0
780	779.9	19.08	15	1485	0	0	0	0	0
781	780.9	19.28	14	1386	0	0	0	0	0
782	781.9	21.4	14	1386	0	0	0	0	0
783	782.9	18.24	15	1485	0	0	0	0	0
784	783.9	16.76	15	1485	0	0	0	0	0
785	784.9	22.48	15	1485	0	0	0	0	0
786	785.9	25.5	16	1584	0	0	0	0	0
787	786.9	24.14	16	1584	0	0	0	0	0
788	787.9	22.52	17	1683	0	0	0	0	0
789	788.9	25.24	17	1683	0	0	0	0	0
790	789.9	26.46	18	1782	0	0	0	0	0
791	790.9	28.55	18	1782	0	0	0	0	0
792	791.9	34.95	19	1881	0	0	0	0	0
793	792.9	26.77	19	1881	0	0	0	0	0
794	793.9	24.85	18	1782	0	0	0	0	0
795	794.9	26.07	18	1782	0	0	0	0	0
796	795.9	24.6	18	1782	0	0	0	0	0
797	796.9	26.88	17	1683	0	0	0	0	0
798	797.9	23.69	18	1782	0	0	0	0	0
799	798.9	25.87	18	1782	0	0	0	0	0
800	799.9	22.79	19	1881	0	0	0	0	0
801	800.9	30.89	20	1980	0	0	0	0	0
802	801.9	26.87	21	2079	0	0	0	0	0
803	802.9	23.01	22	2178	0	0	0	0	0
804	803.9	30.76	25	2475	0	0	0	0	0
805	804.9	24.29	28	2772	0	0	0	0	0
806	805.9	18.59	30	2970	0	0	0	0	0
807	806.9	23.47	31	3069	0	0	0	0	0
808	807.9	22.74	31	3069	0	0	0	0	0
809	808.9	19.98	29	2871	0	0	0	0	0
810	809.9	15.95	27	2673	0	0	0	0	0
811	810.9	33.88	25	2475	0	0	0	0	0
812	811.9	30.5	21	2079	0	0	0	0	0
813	812.9	39.52	20	1980	0	0	0	0	0
814	813.9	26.2	19	1881	0	0	0	0	0
815	814.9	23.51	18	1782	0	0	0	0	0
816	815.9	24	15	1485	0	0	0	0	0
817	816.9	30.3	14	1386	0	0	0	0	0
818	817.9	29.55	13	1287	0	0	0	0	0
819	818.9	23.25	14	1386	0	0	0	0	0
820	819.9	22.27	15	1485	0	0	0	0	0
821	820.9	26.79	16	1584	0	0	0	0	0
822	821.9	17.49	17	1683	0	0	0	0	0
823	822.9	19.5	17	1683	0	0	0	0	0
824	823.9	20.68	18	1782	0	0	0	0	0
825	824.9	24.08	18	1782	0	0	0	0	0
826	825.9	18.44	18	1782	0	0	0	0	0
827	826.9	25.56	17	1683	0	0	0	0	0
828	827.9	23.31	17	1683	0	0	0	0	0
829	828.9	31.31	18	1782	0	0	0	0	0
830	829.9	25.5	17	1683	0	0	0	0	0
831	830.9	24.17	18	1782	0	0	0	0	0
832	831.9	28.64	19	1881	0	0	0	0	0
833	832.9	22.75	19	1881	0	0	0	0	0
834	833.9	31.42	21	2079	0	0	0	0	0
835	834.9	30.37	20	1980	0	0	0	0	0
836	835.9	32.52	21	2079	0	0	0	0	0
837	836.9	40.14	23	2277	0	0	0	0	0
838	837.9	28.26	24	2376	0	0	0	0	0
839	838.9	25	23	2277	0	0	0	0	0
840	839.9	29.5	23	2277	0	0	0	0	0
841	840.9	21.92	24	2376	0	0	0	0	0
842	841.9	20.23	25	2475	0	0	0	0	0
843	842.9	51.3	30	2970	0	0	0	0	0
844	843.9	74.91	34	3366	0	0	0	0	0
845	844.9	50.46	29	2871	0	0	0	0	0
846	845.9	83.54	28	2772	0	0	0	0	0
847	846.9	69.05	27	2673	0	0	0	0	0
848	847.9	18.66	28	2772	0	0	0	0	0
849	848.9	56.47	29	2871	0	0	0	0	0
850	849.9	59.38	29	2871	0	0	0	0	0
851	850.9	24.74	30	2970	0	0	0	0	0
852	851.9	80.6	29	2871	0	0	0	0	0
853	852.9	12.39	28	2772	0	0	0	0	0
854	853.9	12.3	25	2475	0	0	0	0	0
855	854.9	14.1	20	1980	0	0	0	0	0
856	855.9	20.87	19	1881	0	0	0	0	0
857	856.9	28.39	18	1782	0	0	0	0	0
858	857.9	23.18	18	1782	0	0	0	0	0
859	858.9	24.87	19	1881	0	0	0	0	0
860	859.9	32.91	19	1881	0	0	0	0	0
861	860.9	17.19	19	1881	0	0	0	0	0
862	861.9	20.67	19	1881	0	0	0	0	0
863	862.9	31.63	20	1980	0	0	0	0	0
864	863.9	24	19	1881	0	0	0	0	0
865	864.9	24.64	18	1782	0	0	0	0	0
866	865.9	42.85	18	1782	0	0	0	0	0
867	866.9	58.73	17	1683	0	0	0	0	0
868	867.9	32.01	17	1683	0	0	0	0	0
869	868.9	27.6	18	1782	0	0	0	0	0
870	869.9	25.45	19	1881	0	0	0	0	0
871	870.9	63.84	18	1782	0	0	0	0	0
872	871.9	63.65	18	1782	0	0	0	0	0
873	872.9	43.88	17	1683	0	0	0	0	0
874	873.9	62.31	16	1584	0	0	0	0	0
875	874.9	35.61	15	1485	0	0	0	0	0
876	875.9	39.87	14	1386	0	0	0	0	0
877	876.9	38.63	14	1386	0	0	0	0	0
878	877.9	70.69	13	1287	0	0	0	0	0
879	878.9	43.65	12	1188	0	0	0	0	0
880	879.9	37.92	11	1089	0	0	0	0	0
881	880.9	56.56	10	990	0	0	0	0	0
882	881.9	72.99	10	990	0	0	0	0	0
883	882.9	57.79	10	990	0	0	0	0	0
884	883.9	30.83	10	990	0	0	0	0	0
885	884.9	39.82	9	891	0	0	0	0	0
886	885.9	48.39	9	891	0	0	0	0	0
887	886.9	47.86	9	891	0	0	0	0	0
888	887.9	38.43	8	792	0	0	0	0	0
889	888.9	46.73	8	792	0	0	0	0	0
890	889.9	39.26	7	693	0	0	0	0	0
891	890.9	39.1	7	693	0	0	0	0	0
892	891.9	31.74	6	594	0	0	0	0	0
893	892.9	44.83	6	594	0	0	0	0	0
894	893.9	24.46	6	594	0	0	0	0	0
895	894.9	59.34	6	594	0	0	0	0	0
896	895.9	67.43	7	693	0	0	0	0	0
897	896.9	63.59	7	693	0	0	0	0	0
898	897.9	41.07	6	594	0	0	0	0	0
899	898.9	21.3	6	594	0	0	0	0	0
900	899.9	18.91	7	693	0	0	0	0	0
901	900.9	48.96	5	495	0	0	0	0	0
902	901.9	64.84	5	495	0	0	0	0	0
903	902.9	76.1	5	495	0	0	0	0	0
904	903.9	52.61	5	495	0	0	0	0	0
905	904.9	41.33	5	495	0	0	0	0	0
906	905.9	60.11	5	495	0	0	0	0	0
907	906.9	45.09	5	495	0	0	0	0	0
908	907.9	41.98	5	495	0	0	0	0	0
909	908.9	60.22	5	495	0	0	0	0	0
910	909.9	46.98	5	495	0	0	0	0	0
911	910.9	51.6	4	396	0	0	0	0	0
912	911.9	46.3	4	396	0	0	0	0	0
913	912.9	28.45	4	396	0	0	0	0	0
914	913.9	30.85	4	396	0	0	0	0	0
915	914.9	37	3	297	0	0	0	0	0
916	915.9	36.22	3	297	0	0	0	0	0
917	916.9	53.98	4	396	0	0	0	0	0
918	917.9	49.23	5	495	0	0	0	0	0
919	918.9	49.65	5	495	0	0	0	0	0
920	919.9	48.8	5	495	0	0	0	0	0
921	920.9	43.93	4	396	0	0	0	0	0
922	921.9	45.82	4	396	0	0	0	0	0
923	922.9	39.07	4	396	0	0	0	0	0
924	923.9	50.54	5	495	0	0	0	0	0
925	924.9	33.32	6	594	0	0	0	0	0
926	925.9	30.34	6	594	0	0	0	0	0
927	926.9	30.03	6	594	0	0	0	0	0
928	927.9	91.62	7	693	0	0	0	0	0
929	928.9	78.69	6	594	0	0	0	0	0
930	929.9	60.56	6	594	0	0	0	0	0
931	930.9	53.56	6	594	0	0	0	0	0
932	931.9	68.26	6	594	0	0	0	0	0
933	932.9	49.92	5	495	0	0	0	0	0
934	933.9	44.18	5	495	0	0	0	0	0
935	934.9	31.35	5	495	0	0	0	0	0
936	935.9	38.3	5	495	0	0	0	0	0
937	936.9	31.18	5	495	0	0	0	0	0
938	937.9	41.2	5	495	0	0	0	0	0
939	938.9	22.93	7	693	0	0	0	0	0
940	939.9	30.79	7	693	0	0	0	0	0
941	940.9	20.99	6	594	0	0	0	0	0
942	941.9	26.43	5	495	0	0	0	0	0
943	942.9	32.81	5	495	0	0	0	0	0
944	943.9	25.28	6	594	0	0	0	0	0
945	944.9	40.77	6	594	0	0	0	0	0
946	945.9	36.38	6	594	0	0	0	0	0
947	946.9	29.39	5	495	0	0	0	0	0
948	947.9	25.66	5	495	0	0	0	0	0
949	948.9	21.47	5	495	0	0	0	0	0
950	949.9	32.39	4	396	0	0	0	0	0
951	950.9	30.88	4	396	0	0	0	0	0
952	951.9	33.37	4	396	0	0	0	0	0
953	952.9	34.4	4	396	0	0	0	0	0
954	953.9	32.52	4	396	0	0	0	0	0
955	954.9	79.94	3	297	0	0	0	0	0
956	955.9	32.44	3	297	0	0	0	0	0
957	956.9	80.79	3	297	0	0	0	0	0
958	957.9	115.64	3	297	0	0	0	0	0
959	958.9	140.38	3	297	0	0	0	0	0
960	959.9	56.27	3	297	0	0	0	0	0
961	960.9	26.89	3	297	0	0	0	0	0
962	961.9	27.02	4	396	0	0	0	0	0
963	962.9	43.58	4	396	0	0	0	0	0
964	963.9	50.6	4	396	0	0	0	0	0
965	964.9	29.87	4	396	0	0	0	0	0
966	965.9	19.24	5	495	0	0	0	0	0
967	966.9	19.45	5	495	0	0	0	0	0
968	967.9	22.61	6	594	0	0	0	0	0
969	968.9	24.7	6	594	0	0	0	0	0
970	969.9	23.74	6	594	0	0	0	0	0
971	970.9	20.36	5	495	0	0	0	0	0
972	971.9	24.34	5	495	0	0	0	0	0
973	972.9	39.52	4	396	0	0	0	0	0
974	973.9	27.48	5	495	0	0	0	0	0
975	974.9	37.5	5	495	0	0	0	0	0
976	975.9	15.76	6	594	0	0	0	0	0
977	976.9	37.66	5	495	0	0	0	0	0
978	977.9	43.89	5	495	0	0	0	0	0
979	978.9	43.06	5	495	0	0	0	0	0
980	979.9	21.79	4	396	0	0	0	0	0
981	980.9	26.59	4	396	0	0	0	0	0
982	981.9	24.9	4	396	0	0	0	0	0
983	982.9	25.43	4	396	0	0	0	0	0
984	983.9	44.81	4	396	0	0	0	0	0
985	984.9	26.61	3	297	0	0	0	0	0
986	985.9	27.14	3	297	0	0	0	0	0
987	986.9	32.56	3	297	0	0	0	0	0
988	987.9	41.51	4	396	0	0	0	0	0
989	988.9	37.78	4	396	0	0	0	0	0
990	989.9	38.21	4	396	0	0	0	0	0
991	990.9	40.25	4	396	0	0	0	0	0
992	991.9	32.97	3	297	0	0	0	0	0
993	992.9	37.98	3	297	0	0	0	0	0
994	993.9	34.85	4	396	0	0	0	0	0
995	994.9	30.15	5	495	0	0	0	0	0
996	995.9	48.95	6	594	0	0	0	0	0
997	996.9	47.87	8	792	0	0	0	0	0
998	997.9	30.33	8	792	0	0	0	0	0
999	998.9	17.55	9	891	0	0	0	0	0
1000	999.9	16.81	10	990	0	0	0	0	0
1001	1000.9	16.66	10	990	0	0	0	0	0
1002	1001.9	30.04	13	1287	0	0	0	0	0
1003	1002.9	25.52	13	1287	0	0	0	0	0
1004	1003.9	28.69	14	1386	0	0	0	0	0
1005	1004.9	30.04	15	1485	0	0	0	0	0
1006	1005.9	42.3	16	1584	0	0	0	0	0
1007	1006.9	106.68	22	2178	0	0	0	0	0
1008	1007.9	82.92	25	2475	0	0	0	0	0
1009	1008.9	62.16	22	2178	0	0	0	0	0
1010	1009.9	42.87	20	1980	0	0	0	0	0
1011	1010.9	30.89	22	2178	0	0	0	0	0
1012	1011.9	30.55	22	2178	0	0	0	0	0
1013	1012.9	59.22	24	2376	0	0	0	0	0
1014	1013.9	57.95	24	2376	0	0	0	0	0
1015	1014.9	50.32	24	2376	0	0	0	0	0
1016	1015.9	73.48	25	2475	0	0	0	0	0
1017	1016.9	73.73	26	2574	0	0	0	0	0
1018	1017.9	68.72	28	2772	0	0	0	0	0
1019	1018.9	53.86	29	2871	0	0	0	0	0
1020	1019.9	84.6	30	2970	0	0	0	0	0
1021	1020.9	75.96	34	3366	0	0	0	0	0
1022	1021.9	60.87	36	3564	0	0	0	0	0
1023	1022.9	63.8	38	3762	0	0	0	0	0
1024	1023.9	61.06	39	3861	0	0	0	0	0
